woarzoo	waarzo
koffiepröt	koffieprut
koffietied	koffietijd
kovvietrom	koffietrommeltje
koffietul	koffietul
kofschipper	kofschipper
koftjalk, tjalk	koftjalk
koegel, hijde, schijtert	kogel
koegel, kuugel	kogel
koegel	kogel
koegel	kogel
koegeln	kogelen
koegeln	kogelen
koegelkauer	kogelkauwer
koegelrond	kogelrond
koegelsgeweld, duvelsgeweld	kogelsgeweld
koegelsvoart, koegelsgeweld	kogelsvaart
koegeltjeblau	kogeltjesblauw
knoggeln (Hl.)	koggen
kooierd (Vk.)	kòierd
Kok, Koksioanen	kok
Kokken, Koksioanen	kok
koker	koker
kokken, koren, kukhaalzen	kokhaalzen
koren (W.K.), körken	kokhaalzen
kukhaalzen (Ww.), kokken, koren	kokhaalzen
kokhalzen, opkörken	kokhalzen
kekijltje, kekijzie, kekijlchie, kekijchie, kakaigie, kekaigie	kokinje
kekijchie	kokinje
kokken	kokken
kokkert	kokkerd
kokkerellen, kokkeraaiern	kokkerellen
koks, Koksioanen	koks
Kokse kerk	kokse kerk
kokseln, kokken	kokselen
joekseln (Old.)	kòkseln
Koksioan, Koksioanen	koksiaan
Koksioanen	koksiaan
koksioans, Koksioanen	koksiaans
Kòk	Koksioan
kol, kolle	kol
kol	kol
kolder	kolder
kolders	kolder
kòlter (Hl. en W.K.), ....erd	kòlder
koldern	kolderen
kòlterg (Hl. en W.K.)	kòlderg
kolderhout, kolders	kolderhout
kolterg	kolderig
kolderrad, koldern	kolderrad
knipnoagels, op -	kolen, op hete -
op knipnoagels	kolen, op hete -
vulemmer	kolenkit
kol, kolle	kolf
kolfgoaren	kolfgaren
Kolgat	Kolgat
Kolham (op)	Kolham
Hamster	Kolhamster
keliek	koliek
kolk	kolk
kölkje	kolk, binnendijkse -
koelder, koeler	koller
koelderai	kollerij
koelderkukentje	kollerkuiken
kelomkaggel	kolomkachel
klomkaggel, kolomkaggel	kolomkachel
kolom, kolomkaggel, klomkaggel	kolomkachel
standerkaggel, kolomkaggel	kolomkachel
kernèl	kolonel
kolonel, kernèl	kolonel
oostganger	koloniaal
klonies	kolonie
Kloonies, de Kloonies	Kolonie
kolesoal	kolossaal
kols, kolsachteg	kols
kolsachteg	kolsachtig
koldzwien, kold zwien	kolsem
koldzwien	kolsem
kolzen	kolsen
kolverd	kolver
koeme, spoulkom	kom
kom, boksem	kom
kom	kom
koeme, koem, kom, komme, kuum	kom
komme, kom, koem, koeme, kuum	kom
kuum, koem, koeme, kom, komme	kom
kom-alle-dag, ornoarie	kom-alle-dag
kom-alle-dag, ornoarie	kom-alle-dag
komof	komaf
kebof, hut, stookhut	kombof
kebof	kombof
kemediant	komediant
kemelie	komedie
komen, ol	komen
oet komen, den	komen
komen	komen
komen, kommen	komen
kommen, komen	komen
overtou komen	komen, op het juiste moment -
ien t ènde kommen	komen, overeind -
kefoor	komfoor
kemiek	komiek
kemien	komijn
komkommertied	komkommertijd
komkommertied	komkommertijd
kommoa	komma
kommedant	kommandant
Kommerziel (in)	Kommerzijl
spoulkom	kommetje
kemies	kommies
kemies	kommies
kuch	kommiesbrood
kommeg laand	kommig
komsoares, kommesoares	kommissaris
komplöt	komplot, samenscholing
komsà	komsa
komsa, van komsa, van komsja, komsja	komsa
komsprongen	komsprong
komst	komst
komst	komst
kundegsedel	kondigceel
kundegen	kondigen
kundegen	kondigen
kundegen, kunnegen, aanheuren	kondigen
kenien	konijn
kinine, kniene, knien, kenine (W.K.)	konijn
knien	konijn
knien, kniene	konijn
kniene, knien	konijn
kenientjesdoagen	konijntjesdag
keuning	koning
keunîng, keunînk, keunînktjen, klandern	koning
keunînk, keunîk	koning
keunenk	koning
keuneg, keunek, keunenk	koning
keunek, keuneg, keunenk	koning
keunenk, keuneg, keunek	koning
heer	koning (kaartspel)
keunînktjen	koningen
keunegin	koningin
keunegin	koningin
mouerdoppe of mouerdop, dòp	koninginne-cel
keunensdochter	koningsdochter
keunîngsjoardag, keuninsjoardag	koningsjaardag
keunenspelais, oa	koningspaleis
koningsspil	koningsspil
keunenszeun	koningszoon
kejak	konjak
konkel	konkel
konkel	konkel
konkelboonen, kochelboonen	konkelboon
konkelfoezereij	konkelfoezerij
konkelproadien	konkelpraatje
kond, lullebruir	kont
kond	kont
kond, kondsbietje	kont-
kontjen	konten
konter, konterboer	konter
konterboer	konterboer
konterfaait	konterfeit
kondkroepen, kondkrupen	kontkruipen
kondkroeper, kondkruper, kondkroepen	kontkruiper
kondkroeperei, kondkroeperij, kondkroepen	kontkruiperij
konterbuutsie	kontributie
kondroffel	kontroffel
konterleur	kontroleur
kondsbietje	kontsbeetje
keug, koog	koog
kooi	kooi
kau	kooi
kou, kau	kooi
kaauwchie, kaauwe	kooi
kooge, koove	kooi
kooi	kooi
kaauwe, kaauw	kooi
kooiken, kooi, kooiker	kooien
kooiker, kooi	kooiker
boeskool	kook, witte -
kookpot	kookpot
kool, houk	kool
kool	kool
boeskool	kool (eetbaar)
kool vuur	kool vuur
boeskool	kool, rode of witte -
koolbak	koolbak
koolbakker	koolbakker
koolbier, koolbijr, annemersklijd, bier	koolbier
koolblok	koolblok
kooldörsken	kooldorsen
kooldörskers	kooldorsers
kooldörskersstoet, zoaddörskersstoete	kooldorsersstoet
koolhauer	koolhouwer
koolkleed, koolklijd, zoadklijd	koolkleed
koolmeis	koolmees
iembieter (Ww.), iempikkertje	koolmees
iempikkertje, iembieter	koolmees
blaauwmaiske, blaauwwintermaiske, iembieter, iempikkertje, spekmaiske	koolmees
iembieter, blaauwmaiske, blaauwwintermaiske, iempikkertje, spekmaiske	koolmees
iempikkertje, blaauwmaiske, blaauwwintermaiske, iembieter, spekmaiske	koolmees
spekmaiske, blaauwmaiske, blaauwwintermaiske, iembieter, iempikkertje	koolmees
koolploeg	koolploeg
koolroap, koroap, kroap	koolraap
koolroap	koolraap
ronkel	koolraap
râpknollen	koolrapen
koolroapen	koolrapen
boeskoolbrij, boeskoolsoep	koolsoep
koolstroo, den	koolstro
kooltrom	kooltrom
koolverkooper	koolverkoper
koolverkooperei, koolverkooperij, koolverkooper	koolverkoperij
koolvuur, kool	koolvuur
koolvuur	koolvuur
roepschieter, stengeldoorn	koolwitje
stengeldoorn, roepschieter	koolwitje
koolzoad, kool	koolzaad
koolzoad	koolzaad
roapzoad, zoad	koolzaad
zoad, roapzoad	koolzaad, korenzaad, zaad
kooldörsken, kooldörsen, zoaddörsen, zoaddörsken	koolzaaddorsen
zoaddörsken, zoaddörsen, kooldörsen, kooldörsken	koolzaaddorsen
koolzaadkleed, zoadklijd	koolzaadkleed
roapzaail (Old. en Ww.)	koolzaadkleed
koantje, anwaisel	koontje
koop, kieven	koop
koop, op	koop
koopdag	koopdag
kooplanter, lantern	kooplanter
koopman, koopmantjen	koopman
koopman	koopman
koopmantjen	koopmannen
koopmantjederei, erei	koopmannerij
koopenschop	koopmanschap
koopmantjederij, kopenschop	koopmanschop
kopenschop, koopmantjederij	koopmanschop
koopmanske, meesterske	koopmanse
koopmanskant, koopmanskante	koopmanskant
koopmansknecht	koopmansknecht
koopmanswinkel	koopmanswinkel
koopmanswinkel	koopmanswinkel
koopschat	koopschat
koopscheuvels	koopscheuvel
koopscheuvels	koopscheuvel
koopschounen, sloppen	koopschoen
koopschoedje	koopschoot
koopslag, palmslag	koopslag
koopsloppen, koopschounen	koopslof
koopstevels, koopschounen	koopstevel
koopvoardij	koopvaardij
kouer, kour	koor
kouer	koor
kouer	koor
koor	koor
roop	koord
koorke, ke	koord
koor	koord
line	koord, lijn
koordanser, koorndanser	koorddanser
koorndanser (Stad), koordanser	koorddanser
koorkederei, erei	koorderij
koorstreept, triepkoorn	koordgestreept
koordstreepte, koorstreepte	koordgestreept
koorringen, ploatringen	koordring
koorsblad	koordsblad
koorsloagerai	koordslagerij
koordstreep	koordstreep
koordstreepbreister	koordstreepbreister
koors, koorse	koorts
koors, koorze	koorts
koorzeg	koortsig
koorzeg	koortsig
koorspot, koortspot	koortspot
kouster, kauster	koosjer
kouster	koosjer
kouster	koosjer
kousjer	koosjer
kouster	koosjer
kouster	koosjer
kouster	koosjer
kouster	koosjer
kousterslachter	koosjere slager
kousterslachten, kousterslachter	koosjerslachten
kousterslachter	koosjerslachter
kootjehink	kootjehink
kootjehinken, kootjehink	kootjehinken
kooihinken (Hl.)	kootjehinken
kootsen	kootsen
kop, bedenken, dak, hoed, kopstok, kopvol, poort, wil	kop
kop	kop
kop, of, op	kop
kop	kop
kòp-en-kont	kòp-en-gat
koppenschuddel	kop-en-schotel
kop-en-schuddel	kop-en-schotel
dikkopt, dikkop	kop, met een dikke -
handelen	kopen
koft	kopen
kopen	kopen
sìntekroam	kopergeld
koperlap	koperlap
kopgeld	kopgeld
kopgoud, intast	kopgoed
kepei, kepij	kopie
koppien, koppenschuddel	kopje
kopkebaiteln, koppeltjebuiteln, koppienbuiteln, kopjebuiteln	kopjebuitelen
koppeltje boiten	kopjebuitelen
kòppeltjeboideln, kòppeltjeboien, koppeltjebuiteln (W.K.), kòppienbaaiteln of kòppeldienbaaiteln	kopjeduikelen
kopkes en schuddeltjes	kopjes-en-schoteltjes
koppertjesmoandag, schutteltjesdingsdag	kopjesmaandag
kòppie	kòpke
koploagen	koplaag
koppak en scheerpak	koppak
koppel	koppel
kappendek, kap	koppeling
koppelknoopen	koppelknoop
koppelslag	koppelslag
koppelsluis	koppelsluis
kopken	koppen
koppen, dunderkoppen, loenen	koppen
kopperel-over-streek	kopperel-over-streek
harstalleg	koppig
steegs, steeg, doezeg, stief, stiekel, stiems, stiemsk	koppig
stiemsk, stiems, doezeg, steeg, steegs, stief, stiekel	koppig
stief, doezeg, goud, rejoal, riekelk, rij, roem, steeg, steegs, stiekel, stiems, stiemsk	koppig, royaal, stijf
zinneghaid	koppigheid
koppien, kopzeerte	koppijn
kobbeltjeboideln, kobbeltjebuideln, koppeltjeboideln, koppeltjeboien	koprol maken
koppeltjeboideln, koppeltjeboien, kobbeltjeboideln, kobbeltjebuideln	koprol maken
kraaikewippen, kraaikewuppen	koprol maken (getweeën)
kopschrabben	kopschrabben
kòpschrippen (Hl.)	kòpschraben
kopstubber, stubber	kopstubber
kopstubber	kopstubber
kopstok, kopstuk	kopstuk
koptrekken	koptrekken
kopvol	kopvol
kopzeere	kopzeer
kopzeerte	kopzeerte
kopschraberij	kopzorgen, kopzorg
kor kor!	kor
kerdoat, kedoat	kordaat
korrelbak, korrewoagen	kordebak
korrewoagen, korrelwoagen	kordewagen
körrewoagen, kor	kordewagen
korreweg, korrewoagen	kordeweg
koorn	koren
koren, koorden	koren
korens, griggen	koren
koren, wit, witzoad	koren
wit, koren, witzoad	koren
witzoad, koren, wit	koren
witkoren	koren (tarwe, gerst, rogge)
korenofbrengen, bolschipper	koren afbrengen
koren stelen	koren stelen
koornbieters	korenbijters
korenblau, korenblou	korenblauw
rògbloumen	korenbloemen
korenbult, bult	korenbult
korenfarrie, farrie	korenferry
korenhok, hok	korenhok
zoadbult	korenhoop
koornhörn, hörn	korenhorn
korenmennen, inhoalen	korenmennen
koornbult	korenmijt
korenschippers, koornschippers	korenschipper
korenschipperske	korenschipperse
korenschoonen, schoonen	korenschonen
hok	korenschoven, hoop -
berzie, barzie, birzie	korenschuit
korensmeer, smeer	korensmeer
korenspoor, korenspork	korenspork
korensteker	korensteker
korenvuiern, inhoalen	korenvoeren
koornwaaier, waier	korenwaaier
korenwoagen	korenwagen
körf	korf
huve (Ww.), körf	korf
körf, zeef	korf
körf, ben, benne, madde, mat, waan	korf, mand
waan, körf, wan, wane	korf, wan
körfkerel	korfkerel
körfloopen, körfloopers	korflopen
körfloopers, bakkersmaid	korfloper
körvendroager	körfloper
korffstal	korfstal
körfvol	korfvol
klienkralen	kornalijnkraal
kernet, kernetmutse (Stad)	kornet
kenuut, kernuut, kornuit	kornuit
kernuut	kornuit
kenuten, kernuten	kornuiten
kernuten, kenuten	kornuiten
kernuten	kornuiten
kapperoal, kàproal	korporaal
kapperoal	korporaal
korrel, koddel	korre
korrel	korrel
körrel	korrel
korrel, korreln	korrel
körrel	korrel
korrel	korrel
kôrrel	korrel
graain, korrel, körrel	korrel
körrel, kòrrel, graain, pidde, pit	korrel, pit
korreln, koddeln, koldern	korrelen
koddeln	korrelen
korleg	korrelig
korrelg	korrelig, korzelig
koddeln, koedeln	korreln
koedeln, koddeln	korreln
korrelom, korreln	korrelom
korrelslee	korrelslee
korre	korrie
kor	korrie
korre	korrie
korries	korries
korries	korries
kerset, kesjet, reilief	korset
kesjet	korset
köst, bieten	korst
kòrst, kòrste, körste (Stad, Vk., Ww.)	korst
kòrste, kòrst, körste	korst
kört	kort
kört	kort
te kört doun	kort
kot (W.W.K.)	kòrt
’t kôrte goud	kort goed
kòrt, kört, stokkend, stukkend	kort, stuk
kört, kòrt, stokkend, stukkend	kort, stuk
kòrtoameg, poesteg	kortademig
poesteg, kortoameg	kortademig
demperg, dempeg, hiemerg, knoord, naauwborsteg, oameg, poesteg	kortademig
hiemerg, dempeg, demperg, knoord, naauwborsteg, oameg, poesteg	kortademig
knoord, dempeg, demperg, hiemerg, naauwborsteg, oameg, poesteg	kortademig
naauwborsteg, dempeg, demperg, hiemerg, knoord, oameg, poesteg	kortademig
oameg, dempeg, demperg, hiemerg, knoord, naauwborsteg, poesteg	kortademig
poesteg, dempeg, demperg, hiemerg, knoord, naauwborsteg, oameg	kortademig
poestereg	kortademig
kòrtof	kortaf
körtbijndik	kortbeendik
kördiktje, körtdikje, doddel	kortdikje
körtdrokken, kört	kortdrukken
körten - langen	korte
körtens	kortelings
körtens, kortens, körts, kös	kortens
inkòrten	korter maken
nijachteg, kortsleden	kortgeleden
kortsleden, körtsleden, kòrtens, körtens, korts, körts, nijachteg, nijs, nijsdoags, nijskes, veur kort	kortgeleden, onlangs
körtmoud	kortgemouwd
kortstamd	kortgestamd
körtgooien, kört	kortgooien
körthakken, kört	korthakken
körthauen, körthouen, kört	korthouwen
körtjaktje, söndoags	kortjakje
körtjakje	kortjakje
kortje	kortje
körtkauen, kört	kortkauwen
körtknijlen, knijlen, kört	kortknedelen
körtmoaken, kortmoaken	kortmaken
körtmoaleg, moal	kortmalig
körtmous, kortmous, brei, kruudmous, mous	kortmoes
kôrs	korts
kôrsdoags	kortsdaags
körtsloagen, kört	kortslaan
körtsmieten, kört	kortsmijten
körtsnieden, kört	kortsnijden
kortstroo	kortstro
körttrappen, kört, kortstamd	korttrappen
körtvour, kortvour, pran	kortvoer
körtvour	kortvoer
körtvrieven, kört	kortwrijven
körven, körf	korven
körven	korven
körvendroagers, körfloopers	korvendrager
kôrvendroager	korvendrager
kossem	kossem
köst	kost
kost, köst	kost
kòstboar	kostbaar
duroabel	kostbaar
kòstboas	kostbaas
köstbei	kostbij
kossel	kostel
kòstelk, kozzel	kostelijk
kozzel, kòstelk	kostelijk
köst	kosten
geldkostens of geldkosten	kosten
kostens, kosten, köstens, kösten, swoareghaid	kosten
köster	koster
köster, ....erd	koster
kôster	koster
köster	koster, meester (scherts.)
kösteroal	kosteraal
kôsteroal	kosteraal
köstern	kosteren
kösterei	kosterij
köstereigoudern, pasterei	kosterijgoed
köstereigrond, pasterei	kosterijgrond
köstereiland, pasterei	kosterijland
köstereitoen, pasterei	kosterijtuin
kustersche, kösterske, kosterse, meesterske	kosterse
kösterspiep	kosterspijp
köstgangers	kostganger
kostganger	kostganger
köstîng, köstîngs, köstens	kosting
kòstwinder	kostwinner
köstwinnen	kostwinning
kootns, koters	koter
kootn	koter
keutern, koatern	koteren
koatern, keutern	koteren
kolde	kou
kolde	kou
kolle, kol, hoed, schithakken, sloatjen	kou
kelte, hummelsken	kou
kòl, kòlde	kou
kòlde, kòl, verkollen, verkollens	kou, verkoudheid
kold, hijt	koud
kòld	koud
moager, aarmhaarteg, hoamel, liederliek, smachteg, snoar, voazel	koud (bij zoekspel), mager
wotterkold	koud (wg. komende regen)
kold, drokte	koud, drukte
roggenbrij, kold, vuur	koud, vuur
koldbloud	koudbloed
kolle	koude
kolle bakkerei, kolle bakkerij	koude bakkerij
kolle koorts, kolde	koude koorts
kolle pis	koudepis
kolle pis	koudepis
kolderg	kouderig
kolteg	koudig
koldslachter	koudslachter
kòlst, kòldst	koudst
koldwinter, Kolwinter	koudwinter
koukoansels	koukansel
kous	kous
hoos, ganzegat, hoossok, hoze, hozezok, hozezokke, kruk, krukke, lort, slaif, slief	kous, sukkel
hoze, ganzegat, hoos, hoossok, hozezok, hozezokke, kruk, krukke, lort, slaif, slief	kous, sukkel
hozevoeten	kousen
hozen	kousen, lange -
hozevörrels	kousevoeten
hozevöddels, op -, hozevörrels, op -	kousevoeten, op -
op hozevöddels, op hozevörrels	kousevoeten, op -
op hozevörrels, op hozevöddels	kousevoeten, op -
kouske, kous	kousje
krimpsch	kouwelijk
hieperg	kouwelijk
kowed, lekowed	kovet
kovje (W.K.)	kovvie
kezak, koezak	Kozak
kozakken, kezakken, koezakken	kozakken
kezien	kozijn
kezien	kozijn
kezien	kozijn
kroag	kraag
kroage, kroag	kraag
kroagbonk	kraagbonk
kroagbonk	kraagbonk
roek	kraai
krai, sokkerai	kraai
krije (Ww.)	kraai
kraai, krije	kraai
krije, kraai	kraai
ka, hanska	kraai, tamme -, kraai, toren-
hanska, hans, ka, torenka	kraai, toren-, torenkraai
kraien	kraaien
kreien (Ww.)	kraaien
kraibessen	kraaienbes
kraimars	kraaienmars
kraizömer, kraizömerke	kraaienzomer
kraaiezummer	kraaienzomer
kraaigie wuppen	kraaitje wippen
kraikewippen, kraimars	kraaitjewippen
kraak, klunderbeun	kraak
kroak, klunderbeun	kraak
kroakmantels, mantels	kraakamandel
knarp	kraakbeen
knirzel, knirzelbonk, knizzel	kraakbeen
knirzelbonk, knirzel, knaster, knizzel, knor, knorre	kraakbeen
knizzel, knaster, knirzel, knirzelbonk, knor, knorre	kraakbeen
knirzelg	kraakbeenachtig
kraakegge	kraakeg
kroakstoul, kroaken	kraakstoel
kroakwoagens, kroaken	kraakwagen
kroakzindelk	kraakzindelijk
krallen	kraal
kraaihoaver, kralhoaver	kraalhaver
kralholt	kraalhout
kraloog, krallend	kraaloog
kralpioun	kraalpioen
kroam	kraam
kroamkerel, kerel	kraamkerel
kroamverwoaren, verwoaren	kraamverwaren
dreuge kroamversiete, gustgasterei	kraamvisite
kroamwoarster, kroamwoaren	kraamwaarster
kroamwoarster, boaker	kraamwaarster
kroamwoaren	kraamwaren
kroamwief	kraamwijf
kroan	kraan
kroanen	kraan
kroan	kraan
kroane, kroan	kraan
kroanoog	kraanoog
kroan, kroanvogel	kraanvogel
krappe (Ww.), kruiwel	kraauwel
kruiwel (Ww.), krappe	kraauwel
krab, krabbe, krabben	krab
krabbe, krab	krab
kraab, krabe	krab
krabe, kraab	krab
krab noa joe	krab naar jou
krab ien pan, potjebuul	krab-in-de-pan
krabkatte	krabbekat
krewwel (Hl.), maggel	krabbel
maggel	krabbel
Frielink’s krabbel	krabbel
kriwwel, maggel	krabbel
maggel, kriwwel	krabbel
kraabhak, hakkenkruk, hakkenkrukke, kraber	krabbelaar (schaatsen)
hakkenkrukke, hakkenkruk, knooiboksem, knottjeboas, kraabhak, kraber	krabbelaar (schaatsen), knoeier
krabeln	krabbelen
krukkeln, bokseln, kraben, sakkedaauwen, sakkeldaauwen, sokkeldaauwen	krabbelen (schaatsen), schaatsen, slecht -, sukkelen
kraben, dollen, hekeln, krukkeln	krabbelen (schrijven, schaatsen), krabben, rooien (aardappels), wieden (onkruid)
krabelg	krabbelig
maggels	krabbels (papier)
krabben, kraben, eerappelkrabben, hakseln	krabben
krabben	Krabben
krabben, moezeln	krabben
kraabm	krabben
krabbekwoad, hoanepoot	krabbenkwaad
krabbestroek, krapstroek, krabstroek, hoanepoot	krabbenstruik
krabber, krabben	krabber
krabbers	krabber
krabber	krabber
krabertje	krabber
krabberei, krabben	krabberij
krabersverlof	krabbersverlof
krabhak, krabben	krabhak
krabsters, krabbers	krabster
krabstroek	krabstruik
kracht	kracht
forsie, voartsie	kracht
sjars, bukken, òfjacht	kracht (fig.), standje
knif, knir, knirre, knirt	kracht, werk -
knirre, knir, knirt	kracht, werk -
krachtdoadeg	krachtdadig
krachtdoadeg	krachtdadig
onbundich	krachteloos, waardeloos
waikbakken	krachteloos, zachtgebakken
krachteg, krachtdoadeg	krachtig
krachteg	krachtig
krachtvouer	krachtvoer
kruikels, kruiten	kraiten
kruiten, kruikels	kraiten
krik	krak
kroakel	krakel
kroakels	krakel
kroakel, kroakeling	krakeling
kroaken	kraken
rikkerakken, rikrakken	kraken
kroaken	kraken
krallend	kralend
kralderei, erei	kralerij
kraam, kram	kram
kramdroad	kramdraad
kremer	kramer
kroamkers	kramer
kremer	kramer
kroamerei	kramerij
kremerletien, kremer	kramerslatijn
Kremerriepe, kremer, riepe	kramersriep
kremerwoar, kremerwoaren, kremer	kramerswaar
kram	kramp
kraam, kram	kramp
kramhakt	krampgehakt
kroaneg, kroan	kranig
kroaneg	kranig
krans, 't kraansvet	krans
kraans	krans
kraant, kraande, kraante (Old.), aalmenak	krant
kraande, kraante	krant
kraande, kraant, kraante	krant
kraante, kraant, kraande	krant
krantdrok, krantdruk	krantendruk
krantehanger	krantenhanger
krap	krap
krap	krap
kripke, fuut	krap
krap	krap
krap	krap
krapke, krappie	krap
krapan, krap	krap aan
kraphantjen, kriphantjen	kraphanden
kraabke, kraab	krapje
krapmondjesmoat, krap	krapmondjesmaat
krapmondjesmoat	krapmondjesmaat
krapmoatjeswark, krap	krappemaatjeswerk
krappen, krap	krappen
krapte, krap	krapte
krasavond	krasavond
krasplank, krassen	krasplank
krassen	krassen
krassen	krassen
krazzen	krassen
kraite	krat
kret, kraite	krat
kret	krat
krauel	krauwel
kraauweln	krauwelen
krebas	krebas
krebas	krebas
kriebes (Stad)	krebas
krebas	krebas
krebenteg	krebentig
kerdiet, kediet	krediet
kediet	krediet
krediet, kerdiet	krediet
kediet	krediet
kerdiet	krediet
börgen, lainen, lorten, lortjen	krediet, verkopen op -, lenen
kerdiethoud	krediethoed
kerdietjas, kerdiethoud	kredietjas
kreeftsoog	kreeftsoog
kregel	kregel
kregel	kregel
kregel	kregel
kregelkopt	kregelgekopt
kregelhaid, kregel	kregelheid
krek, krekt	krek
krekt, net	krek
krek, krekt	krek
krekkeliek, krekgeliek, allieke	krek gelijk
krekgeliek, krekkeliek, krekt liek, krek geliek, liekeveul, netteliek	krek gelijk
krekgeliek wèl, netteliek, wel	krek gelijk wel
kremetartrie	kremetart
krengen	krengen
